Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Lubin	Rob		C	NY02	2024	10/24/2024	8220667
	Lyerly	Kristin		C	WI08	2024	8/8/2024	10060848
	Lyerly	Kristin		X	WI08	2024	5/15/2024	8220384
Ms.	Lynch	Christy		C	LA02	2024	9/3/2024	10062873
	Lynch	Mike		C	CO04	2024	5/16/2024	8220322
Hon.	Lynch	Stephen F.		P	MA08	2024	5/9/2024	20025025
Hon.	Lynch	Stephen F.		P	MA08	2024	5/23/2024	20025123
Hon.	Lynch	Stephen F.		P	MA08	2024	8/7/2024	20025563
	Lythcott-Haims	Julie		C	CA16	2024	2/3/2024	10056518
	Lythcott-Haims	Julie		X	CA16	2024	2/7/2024	8220130
	MacEwen	Drew C.		C	WA06	2024	5/8/2024	10060244
	MacGuffie	Robert W.		C	CT04	2024	4/29/2024	10058790
	MacIe	Mara Heather		C	FL05	2024	5/20/2024	10061930
Hon.	Mackenzie	Ryan Edward		C	PA07	2024	5/15/2024	10060652
Hon.	Magaziner	Seth		P	RI02	2024	7/2/2024	20025372
	Mahesh	Kamal Al		W	TX24	2024	4/18/2024	7928
Hon.	Malliotakis	Nicole		P	NY11	2024	1/30/2024	8220119
Hon.	Malliotakis	Nicole		P	NY11	2024	6/14/2024	8220508
Mr.	Mandel	Charles Scott		C	TX27	2024	2/3/2024	10056625
Mr.	Mandel	Charles Scott		X	TX27	2024	2/7/2024	8220131
Hon.	Mann	Tracey Robert		P	KS01	2024	4/5/2024	20024810
Hon.	Manning	Kathy		P	NC06	2024	1/12/2024	20024231
Hon.	Manning	Kathy		P	NC06	2024	2/6/2024	20024436
Hon.	Manning	Kathy		P	NC06	2024	3/4/2024	20024604
Hon.	Manning	Kathy		P	NC06	2024	5/3/2024	20024982
Hon.	Manning	Kathy		P	NC06	2024	5/22/2024	20025112
Hon.	Manning	Kathy		P	NC06	2024	7/6/2024	20025373
Hon.	Manning	Kathy		P	NC06	2024	8/16/2024	20025679
Hon.	Manning	Kathy		P	NC06	2024	9/4/2024	20025770
Hon.	Manning	Kathy		P	NC06	2024	10/5/2024	20025959
Hon.	Manning	Kathy		P	NC06	2024	11/5/2024	20026143
	Mannion	John W.		C	NY22	2024	5/14/2024	10059807
	Mansharamani	Vikram		C	NH02	2024	8/29/2024	8220632
	Mansharamani	Vikram		X	NH02	2024	5/14/2024	30021429
	Manuel	Mel Inari		C	LA01	2024	4/20/2024	10058845
	Marin	Grady		C	OH08	2024	2/23/2024	10056820
Mr.	Markey	Michael Jay		C	MI03	2024	5/15/2024	10059717
	Marlinga	Carl J.		C	MI10	2024	5/7/2024	10060060
	Marshall	Erin		C	KY01	2024	4/22/2024	10056849
Mr.	Marter	James Thomas		C	IL14	2024	5/13/2024	10056991
	Martin	Maria Eugenia		C	VA07	2024	4/9/2024	10056973
Hon.	Mast	Brian		P	FL21	2024	3/26/2024	20024743
	Masters	Blake		C	AZ08	2024	6/29/2024	10061566
	Masters	Blake		X	AZ08	2024	5/17/2024	30021979
Hon.	Matsui	Doris O.		P	CA07	2024	1/26/2024	20024369
Hon.	Matsui	Doris O.		P	CA07	2024	5/23/2024	20025111
Hon.	Matsui	Doris O.		P	CA07	2024	6/4/2024	20025152
Hon.	Matsui	Doris O.		P	CA07	2024	9/9/2024	20025820
	Matveyuk	Sergei		C	CO07	2024	5/14/2024	10060645
	May	Pam		C	MO06	2024	11/14/2024	10063108
	Maycumber	Jacquelin		C	WA05	2024	5/14/2024	10060955
	Mayfield	Darius		C	NJ12	2024	5/5/2024	10059770
	McBride	Sarah Elizabeth		C	DE00	2024	5/14/2024	10061266
	McCaffree	Mike		C	MO04	2024	7/5/2024	10062404
	McCaffree	Mike		D	MO04	2024	5/14/2024	40003642
Hon.	McCarthy	Kevin		T	CA20	2024	1/24/2024	10056584
Hon.	McCaul	Michael T.		P	TX10	2024	2/13/2024	8220162
Hon.	McCaul	Michael T.		P	TX10	2024	3/15/2024	8220188
Hon.	McCaul	Michael T.		P	TX10	2024	4/16/2024	8220214
Hon.	McCaul	Michael T.		P	TX10	2024	5/11/2024	8220320
Hon.	McCaul	Michael T.		P	TX10	2024	6/13/2024	8220516
Hon.	McCaul	Michael T.		P	TX10	2024	7/22/2024	8220551
Hon.	McCaul	Michael T.		P	TX10	2024	8/15/2024	8220615
Hon.	McCaul	Michael T.		P	TX10	2024	9/16/2024	8220643
Hon.	McCaul	Michael T.		P	TX10	2024	10/10/2024	8220661
Hon.	McCaul	Michael T.		P	TX10	2024	11/12/2024	8220685
	McCloy	John		C	FL11	2024	5/15/2024	10060520
	McConkey	Josh		C	NC13	2024	8/24/2024	10060442
	McConkey	Josh		X	NC13	2024	5/14/2024	30021440
	McCorkle	Isaac Ian		C	CO04	2024	5/23/2024	10061943
	McCrackin	Curtis M.		C	CO03	2024	5/15/2024	10061633
	McDonald Rivet	Kristen		C	MI08	2024	7/5/2024	10061233
	McDonald Rivet	Kristen		X	MI08	2024	5/17/2024	30021797
	McDow	Daniel		C	FL08	2024	5/5/2024	10059383
	McDowell	Addison		C	NC06	2024	5/13/2024	10060851
	McDowell	Jan		W	TX32	2024	4/22/2024	7939
	McFarlane	Walter James	III	C	NH01	2024	8/11/2024	10062695
Hon.	McGarvey	Morgan		P	KY03	2024	7/3/2024	20025388
Hon.	McGarvey	Morgan		P	KY03	2024	9/3/2024	20025765
Hon.	McGarvey	Morgan		P	KY03	2024	9/25/2024	20025892
Hon.	McGarvey	Morgan		P	KY03	2024	11/13/2024	20026207
Mr.	McGovern	Jay Joseph		C	FL05	2024	5/16/2024	10061883
	McGowan	Angelynn Brooke		A	NC10	2024	1/18/2024	10056627
	McGowan	Angelynn Brooke		C	NC10	2024	1/17/2024	10056621
	McGraw	Joe		C	IL17	2024	5/5/2024	10059782
	McLeod-Skinner	Jamie Eng		C	OR05	2024	5/24/2024	10061976
	McNeal	Justin Shad Mr		C	SD00	2024	4/23/2024	10056637
	McNeal	Justin Shad Mr		X	SD00	2024	1/23/2024	30019576
Mr.	Medina	Ronald Razon		C	TX11	2024	5/15/2024	10061615
	Meeks Milojevich	Janai		C	CA01	2024	2/18/2024	10056796
	Mehta	Leslie		C	VA01	2024	4/9/2024	10056635
	Mehta	Leslie		X	VA01	2024	1/23/2024	30019575
	Melendez	Jose E.		X	PR00	2024	2/9/2024	8220141
	Melius	Shana		C	NJ10	2024	6/4/2024	10062074
	Melvoin	Nick		W	CA30	2024	5/15/2024	7972
	Mendoza	Jesus David		C	AZ03	2024	5/13/2024	10060890
	Mercuri	Robert W.		C	PA17	2024	5/15/2024	10059167
	Merrin	Derek		C	OH09	2024	2/18/2024	10056588
	Merrin	Derek		X	OH09	2024	1/29/2024	30019579
Mr.	Messmer	Mark		C	IN08	2024	4/7/2024	10056838
Hon.	Meuser	Daniel		P	PA09	2024	3/21/2024	20024710
Hon.	Meuser	Daniel		P	PA09	2024	5/13/2024	20025061
Hon.	Meuser	Daniel		P	PA09	2024	8/3/2024	20025438
	Meyer	Joe		D	OR03	2024	10/18/2024	40003692
	Mikhlin	Artur Anton		C	MO03	2024	11/4/2024	10063079
Hon.	Miller	Carol Devine		P	WV01	2024	6/5/2024	20025203
Hon.	Miller	Carol Devine		P	WV01	2024	9/13/2024	20025855
Hon.	Miller	Max		P	OH07	2024	1/26/2024	20024380
Hon.	Miller	Max		P	OH07	2024	2/9/2024	20024472
Hon.	Miller	Max		P	OH07	2024	2/16/2024	20024519
Hon.	Miller	Max		P	OH07	2024	3/18/2024	20024705
Hon.	Miller	Max		P	OH07	2024	4/1/2024	20024772
Hon.	Miller	Max		P	OH07	2024	6/24/2024	20025328
Hon.	Miller	Max		P	OH07	2024	6/28/2024	20025345
Hon.	Miller	Max		P	OH07	2024	8/28/2024	20025740
Hon.	Miller	Max		P	OH07	2024	9/10/2024	20025831
Hon.	Miller	Max		P	OH07	2024	10/28/2024	20026090
Hon.	Miller	Max		P	OH07	2024	10/28/2024	20026097
Hon.	Miller	Max		P	OH07	2024	11/15/2024	20026231
	Miller	Trent		C	FL16	2024	6/14/2024	10062274
	Milleron	Nadia D.		C	MA01	2024	5/15/2024	10060854
	Min	Dave		C	CA47	2024	8/9/2024	10059789
	Min	David		X	CA47	2024	5/17/2024	30021763
	Mink	Austin James		D	IL10	2024	6/26/2024	40003673
	Miskus	Dakotah		C	IN01	2024	7/2/2024	10062391
	Mitchell	Christopher Douglas		C	CO05	2024	5/15/2024	10061757
	Mitchell	Ken		C	VA06	2024	6/18/2024	10062303
	Mohan	Rajesh		C	NJ03	2024	5/3/2024	10056890
	Monhollen	Brandon		C	KY05	2024	2/2/2024	10056701
	Montanez Berrios (Dmb)	Deliris		C	TX16	2024	5/15/2024	10061618
	Montavon	Matthew		C	FL17	2024	5/13/2024	10060734
	Moon	Clifford E.		C	WA07	2024	5/9/2024	10060340
Hon.	Moore	Blake		P	UT01	2024	1/24/2024	20024354
Hon.	Moore	Felix Barry		P	AL02	2024	4/18/2024	20024836
	Moore	Michael B.		C	SC01	2024	9/10/2024	10058813
	Moore	Michael B.		X	SC01	2024	4/30/2024	30020913
	Moore	Riley		C	WV02	2024	5/29/2024	10062012
	Moore	Riley		X	WV02	2024	5/15/2024	8220394
	Moore	Tim		C	NC14	2024	5/15/2024	10059443
	Morales	Eduardo		X	OR03	2024	5/8/2024	30021084
	Morales	Jesus Andy		C	CA20	2024	4/18/2024	10057705
	Morgan	Adam		C	SC04	2024	5/22/2024	10061946
	Morrison	Kelly Louise		C	MN03	2024	8/13/2024	10060026
	Morrison	Kelly Louise		X	MN03	2024	5/14/2024	8220294
	Morse	Andrea S.		A	NY11	2024	7/22/2024	10062512
	Morse	Andrea S.		C	NY11	2024	7/14/2024	10062442
	Morse	Jessica		C	CA03	2024	5/9/2024	10059041
Hon.	Moskowitz	Jared		P	FL23	2024	1/22/2024	20024286
Hon.	Moskowitz	Jared		P	FL23	2024	8/6/2024	20024672
Hon.	Moskowitz	Jared		P	FL23	2024	8/19/2024	20025680
Hon.	Moskowitz	Jared		P	FL23	2024	8/21/2024	20025712
	Moss	Richard		C	IN08	2024	4/7/2024	10056904
	Moss	Richard		X	IN08	2024	2/21/2024	30019611
	Muir	Brendan		C	MI04	2024	6/19/2024	10062311
	Munn	John		C	CA04	2024	5/3/2024	10058981
	Murphy	Michael Anthony		A	PA04	2024	5/27/2024	10061982
	Murphy	Michael Anthony		C	PA04	2024	5/26/2024	10059870
	Nasar	Ahsan		C	VA11	2024	5/13/2024	10060869
	Neill	Reilly		C	MT02	2024	10/31/2024	10062999
	Nembhard	Travis		C	VA10	2024	5/15/2024	10060979
Hon.	Newhouse	Dan		P	WA04	2024	4/25/2024	20024917
	Nez	Jonathan Michael		C	AZ02	2024	5/15/2024	10060105
	Nichelson	Larry		D	CA11	2024	3/8/2024	40003615
	Niemeyer	Randell C.		C	IN01	2024	5/14/2024	10057741
	Nieves	Austin P.		C	OK04	2024	5/13/2024	10060707
Hon.	Norton	Eleanor Holmes		P	DC00	2024	4/15/2024	20024876
Hon.	Norton	Eleanor Holmes		P	DC00	2024	5/13/2024	20025052
Hon.	Norton	Eleanor Holmes		P	DC00	2024	5/13/2024	20025053
Hon.	Norton	Eleanor Holmes		P	DC00	2024	5/21/2024	20025107
Hon.	Norton	Eleanor Holmes		P	DC00	2024	9/5/2024	20025789
	Nouri	Preston		C	PA16	2024	8/13/2024	10060149
	Nouri	Preston		X	PA16	2024	5/14/2024	30021291
	Noveletsky	Hollie T.		C	NH01	2024	8/10/2024	10057695
	Noveletsky	Hollie T.		X	NH01	2024	4/23/2024	30019821
	Nunnally	Simeon		X	GA13	2024	7/16/2024	30022396
	Nytes	Aaron		D	WI03	2024	4/18/2024	40003624
	O'Brien	Michael James		W	PA10	2024	4/25/2024	7948
	O'Brien	Michael James		X	PA10	2024	4/23/2024	30019820
	O'Connell	Austin Luther		C	CO03	2024	5/13/2024	10060740
	Oddo	Joseph		D	SC06	2024	5/15/2024	40003649
	O'Donnell	Marty		C	NV03	2024	5/12/2024	10059729
	O'Hara	Tim		C	OH02	2024	2/18/2024	10056590
Dr.	Olszewski	Johnny Anthony	Jr.	C	MD02	2024	4/6/2024	10056884
	Onder	Robert For	Jr.	C	MO03	2024	7/7/2024	10060396
	Onder	Robert For	Jr.	X	MO03	2024	5/14/2024	30021415
	Orr	Patrick		C	SC03	2024	2/21/2024	10056806
	Orwig	Teresa		C	OR03	2024	4/14/2024	10056977
	Owen	Peter		W	FL13	2024	4/29/2024	7951
	Padora	John J.	Jr.	C	CO04	2024	5/3/2024	10059732
	Pan	David		C	CA46	2024	5/12/2024	10060418
Mr.	Parrott	Neil Conrad		C	MD06	2024	4/19/2024	10058770
Mr.	Pastorius	David A.		D	OH09	2024	2/29/2024	40003611
	Patel	Bhavini		X	PA12	2024	5/17/2024	30022171
Hon.	Paulina Luna	Anna		P	FL13	2024	1/29/2024	8220118
Hon.	Paulina Luna	Anna		P	FL13	2024	5/20/2024	20025103
	Pautsch	David Alfred		C	IA01	2024	5/9/2024	10060412
Hon.	Pelosi	Nancy		P	CA11	2024	2/23/2024	20024542
Hon.	Pelosi	Nancy		P	CA11	2024	3/21/2024	20024625
Hon.	Pelosi	Nancy		P	CA11	2024	7/2/2024	20025368
Hon.	Pelosi	Nancy		P	CA11	2024	7/30/2024	20025535
Hon.	Pelosi	Nancy		P	CA11	2024	9/11/2024	20025819
Dr.	Pennie	Demetrick Tre Dr		C	TX03	2024	4/25/2024	10059181
	Perelman	Jennifer Pilchick		C	FL25	2024	7/13/2024	10062406
	Perelman	Jennifer Pilchick		X	FL25	2024	5/1/2024	8220244
	Perras	Brian		C	FL15	2024	4/12/2024	10057000
	Peters	John		C	FL14	2024	4/19/2024	10058839
Hon.	Peters	Scott H.		P	CA50	2024	1/22/2024	20024316
Hon.	Peters	Scott H.		P	CA50	2024	2/15/2024	20024477
Hon.	Peters	Scott H.		P	CA50	2024	3/11/2024	20024662
Hon.	Peters	Scott H.		P	CA50	2024	4/17/2024	20024837
Hon.	Peters	Scott H.		P	CA50	2024	5/13/2024	20025037
Hon.	Peters	Scott H.		P	CA50	2024	6/25/2024	20025285
Hon.	Peters	Scott H.		P	CA50	2024	7/15/2024	20025424
Hon.	Peters	Scott H.		P	CA50	2024	8/7/2024	20025576
Hon.	Peters	Scott H.		P	CA50	2024	9/12/2024	20025827
Hon.	Peters	Scott H.		P	CA50	2024	10/16/2024	20026016
Hon.	Peters	Scott H.		P	CA50	2024	11/15/2024	20026188
	Peterson	Timothy L.		C	MN05	2024	5/13/2024	10059946
Mr.	Pfenninger	Ryan Seth		C	IN05	2024	4/5/2024	8220199
	Phelen	Christopher David		W	CO04	2024	5/28/2024	7982
	Phelen	Christopher David		X	CO04	2024	5/17/2024	30022153
Hon.	Phillips	Dean		B	MN03	2024	1/30/2024	8220117
Hon.	Phillips	Dean		B	MN03	2024	4/26/2024	8220232
Hon.	Phillips	Dean		B	MN03	2024	7/23/2024	8220560
Hon.	Phillips	Dean		B	MN03	2024	10/15/2024	8220662
Hon.	Phillips	Dean		P	MN03	2024	6/20/2024	20025240
Hon.	Phillips	Dean		P	MN03	2024	8/1/2024	20025466
	Pickard	Ronald		C	VI00	2024	6/17/2024	10062075
	Pickett	Deborah A.		C	IN05	2024	9/24/2024	10062960
Hon.	Pingree	Chellie		P	ME01	2024	2/6/2024	20024446
Hon.	Pingree	Chellie		P	ME01	2024	4/10/2024	20024846
Hon.	Pingree	Chellie		P	ME01	2024	5/8/2024	20025006
Hon.	Pingree	Chellie		P	ME01	2024	7/2/2024	20025371
Hon.	Pingree	Chellie		P	ME01	2024	9/5/2024	20025785
Hon.	Pingree	Chellie		P	ME01	2024	11/13/2024	20026150
	Piper	Mark		C	FL20	2024	7/17/2024	10062486
	Pivnick	Lawrence Allen		D	TN08	2024	8/15/2024	8220622
Hon.	Pocan	Mark		P	WI02	2024	3/28/2024	20024758
Mr.	Pombo	Tony J		C	OH10	2024	3/19/2024	10056875
Mr.	Pons	Michael Louis		C	GA11	2024	5/13/2024	10060753
	Portantino	Anthony		C	CA30	2024	5/5/2024	10059797
	Pou	Nelida		C	NJ09	2024	9/24/2024	10062958
	Powell	Rhonda M.		C	MI10	2024	5/15/2024	10061624
	Prabhudoss	John		C	VA07	2024	1/25/2024	10056641
	Prescott	Russell		C	NH01	2024	5/15/2024	10061370
	Propst	Edwin Kenneth		C	MP01	2024	6/11/2024	10061007
	Propst	Edwin Kenneth		X	MP01	2024	5/17/2024	30021678
	Pruett	Dasha		C	PA05	2024	2/22/2024	10056666
	Puffett	Jody Marie		C	IA02	2024	9/5/2024	10062879
	Puffett	Jody Marie		D	IA02	2024	9/7/2024	8220633
	Pugh	Pamela L.		C	MI08	2024	5/15/2024	10060667
	Qarni	Atif		C	VA10	2024	4/29/2024	10059286
	Quinones	John		C	FL09	2024	5/15/2024	10061542
	Raatz	Jeff		C	IN06	2024	4/5/2024	10056929
	Rahm	Tayler		C	MN02	2024	6/14/2024	10062265
	Rahm	Tayler		X	MN02	2024	5/15/2024	8220399
Mrs.	Ramirez Morales	Viviana		D	PR00	2024	4/11/2024	40003621
	Randall	Emily		C	WA06	2024	5/17/2024	10061902
Hon.	Raskin	Jamie		P	MD08	2024	7/12/2024	20025439
	Ratevosian	Jirair		W	CA30	2024	4/24/2024	7945
	Reagan	Joseph F.		C	CO05	2024	5/15/2024	10061629
	Recile	Rudy		C	CA08	2024	6/11/2024	10060163
	Recile	Rudy		X	CA08	2024	5/14/2024	30021301
Dr.	Reddy	Prasanth		C	KS03	2024	8/20/2024	10059385
Dr.	Reddy	Venkataprasanth		X	KS03	2024	5/8/2024	30021007
	Reeves	Jay		C	MN06	2024	3/2/2024	10056851
	Rehberg	Denny		C	MT02	2024	5/6/2024	10056925
	Rice	Mark		C	IL08	2024	5/13/2024	10057722
	Richmond	Quinn Lamar		C	CA37	2024	2/23/2024	10056819
	Riley	Cheryl		C	MD08	2024	4/13/2024	10057007
	Riley	Josh		C	NY19	2024	8/13/2024	10060133
	Riley	Josh		X	NY19	2024	5/14/2024	30021282
	Riley	Paul		C	VA05	2024	5/14/2024	10061114
	Rivas	Luz		C	CA29	2024	6/13/2024	10061170
	Rivas	Luz		X	CA29	2024	5/17/2024	30021760
	Robertson	Mark		C	NV01	2024	5/13/2024	10060816
	Robinson	Roger David	Jr.	C	SC02	2024	5/31/2024	10062064
	Rochford	Robert Anthony		C	FL14	2024	7/8/2024	10061504
	Rochford	Robert Anthony		X	FL14	2024	5/17/2024	30021937
	Rochford	Robert Anthony		X	FL14	2024	6/18/2024	30022323
	Rodriguez	Antonio		C	TX05	2024	5/13/2024	10060710
	Rogers	Evelyn L (Louise)		C	OK01	2024	4/15/2024	10057421
	Rogers	Evelyn L (Louise)		C	OK01	2024	4/22/2024	8220238
	Rogers	Evelyn L (Louise)		D	OK01	2024	4/22/2024	8220235
	Rogers	Evelyn L (Louise)		W		2024		8220562
Hon.	Rogers	Harold Dallas		P	KY05	2024	2/20/2024	8220155
Hon.	Rogers	Harold Dallas		P	KY05	2024	3/13/2024	8220176
Hon.	Rogers	Harold Dallas		P	KY05	2024	4/10/2024	8220203
Hon.	Rogers	Harold Dallas		P	KY05	2024	5/9/2024	8220271
Hon.	Rogers	Harold Dallas		P	KY05	2024	6/26/2024	8220529
Hon.	Rogers	Harold Dallas		P	KY05	2024	7/10/2024	8220536
Hon.	Rogers	Harold Dallas		P	KY05	2024	8/1/2024	8220567
Hon.	Rogers	Harold Dallas		P	KY05	2024	9/11/2024	8220628
Hon.	Rogers	Harold Dallas		P	KY05	2024	11/1/2024	8220672
	Rollins	Will		C	CA41	2024	5/28/2024	10060090
	Rollins	Will		X	CA41	2024	5/14/2024	30021271
	Rosario	Angelina Sigala		C	CA13	2024	11/15/2024	10063110
Hon.	Ross	Deborah		P	NC02	2024	5/5/2024	20024986
	Rossi	Aidan Patrick Mr		X	NJ04	2024	7/9/2024	30022351
	Roth	Roger James	Jr.	C	WI08	2024	5/15/2024	10061111
Hon.	Roy	Chip		P	TX21	2024	4/11/2024	20024848
Hon.	Roy	Chip		P	TX21	2024	6/10/2024	20025201
	Rubin	Joel Martin		W	MD06	2024	4/23/2024	7944
	Ruby	Daniel		C	OR02	2024	4/6/2024	10056975
	Rudd	Shauna		C	KY06	2024	6/26/2024	10062357
	Rudow	Caleb		C	NC11	2024	5/17/2024	10059316
	Ruiz	Ben Ben		C	IN01	2024	7/11/2024	10062444
	Runkel	Cheryl Ann		C	WI07	2024	4/29/2024	10059256
	Sabatini	Anthony		C	FL11	2024	5/22/2024	10061951
Mr.	Sadwick	Gregg Anthony		C	NY25	2024	5/14/2024	10060984
	Salas	Rudy		C	CA22	2024	8/13/2024	10060812
	Salas	Rudy		X	CA22	2024	5/14/2024	30021609
Hon.	Salazar	Maria Elvira		P	FL27	2024	1/12/2024	20024296
Hon.	Salazar	Maria Elvira		P	FL27	2024	2/8/2024	20024465
Hon.	Salazar	Maria Elvira		P	FL27	2024	3/10/2024	20024649
Hon.	Salazar	Maria Elvira		P	FL27	2024	5/8/2024	20025014
Hon.	Salazar	Maria Elvira		P	FL27	2024	6/10/2024	20025236
Hon.	Salazar	Maria Elvira		P	FL27	2024	9/11/2024	20025813
Hon.	Salazar	Maria Elvira		P	FL27	2024	11/11/2024	20026184
	Salerno	Joe		C	NJ02	2024	8/4/2024	10060082
	Salerno	Joe		X	NJ02	2024	5/14/2024	30021270
	Sanders	Mark David Garcia		C	OK01	2024	5/13/2024	10060982
	Sauers	John		C	NJ11	2024	3/16/2024	10056908
	Saul	Joshua		C	MI01	2024	5/16/2024	10061849
	Saul	Joshua		X	MI01	2024	5/17/2024	30022181
	Saulie-Rohman	John		D	WA03	2024	5/13/2024	8220387
Mr.	Schaefer	Kurt		C	MO03	2024	5/14/2024	10056995
	Schaffner	Katrina		C	AZ05	2024	4/25/2024	10059176
	Schkeeper	Brian		C	NJ03	2024	5/16/2024	10061188
	Schmidt	Derek		C	KS02	2024	7/6/2024	10060171
	Schmidt	Derek		X	KS02	2024	5/14/2024	30021305
Mr.	Schmitz	John Palmer		C	IN07	2024	7/1/2024	10062371
	Schoengood	Sarah		C	NJ03	2024	5/29/2024	10062031
	Schultz	Jennifer		A	MN08	2024	9/4/2024	10062882
	Schultz	Jennifer		C	MN08	2024	9/2/2024	10062872
	Schwartz	Dan		C	NV03	2024	5/10/2024	10056777
	Schwartz	Dan		X	NV03	2024	2/21/2024	30019608
	Scott	Justin Nathaniel		C	SC06	2024	4/4/2024	10056965
Dr.	Sebesta	Mark William		C	NY01	2024	7/24/2024	10062530
	Sein	Edward Upton		C	IN08	2024	4/26/2024	8220251
Hon.	Sessions	Pete		P	TX17	2024	1/24/2024	20024212
Hon.	Sessions	Pete		P	TX17	2024	2/29/2024	20024375
Hon.	Sessions	Pete		P	TX17	2024	3/7/2024	20024632
Hon.	Sessions	Pete		P	TX17	2024	5/22/2024	20025115
Hon.	Sessions	Pete		P	TX17	2024	6/6/2024	20025214
Hon.	Sessions	Pete		P	TX17	2024	9/12/2024	20025848
Hon.	Sessions	Pete		P	TX17	2024	9/16/2024	20025867
Hon.	Sessions	Pete		P	TX17	2024	11/1/2024	20026126
Mr.	Sessler	Jerrod		C	WA04	2024	4/23/2024	10058989
	Sewell	Briana		C	VA07	2024	5/14/2024	10059478
Dr.	Shah	Amish		C	AZ01	2024	9/17/2024	10062930
	Shankland	Katrina		A	WI03	2024	5/15/2024	10061844
	Shankland	Katrina		C	WI03	2024	5/13/2024	10059364
	Shea	Cornelius		D	MA02	2024	8/22/2024	40003686
	Sheridan	Timothy J.		W	CA41	2024	5/14/2024	7965
Hon.	Sherrill	Mikie		P	NJ11	2024	5/13/2024	20025065
Hon.	Sherrill	Mikie		P	NJ11	2024	5/15/2024	20025087
Dr.	Sherrill	Peter W.		C	NY16	2024	5/25/2024	10061048
Dr.	Sherrill	Peter W.		X	NY16	2024	5/17/2024	30021694
Mr.	Sheth	Nirav		C	WA10	2024	5/2/2024	10059626
	Shreve	Jefferson		C	IN06	2024	4/5/2024	10056944
	Silva	Mary		C	WA01	2024	7/14/2024	10059880
	Silva	Mary		X	WA01	2024	5/15/2024	8220405
	Silva	Thomas W.		C	CO07	2024	5/1/2024	10059531
Dr.	Simon	Fred Joseph		C	NV02	2024	5/5/2024	10059767
	Simon	Lateefah		C	CA12	2024	6/14/2024	10060189
	Simon	Lateefah		X	CA12	2024	5/14/2024	30021309
	Singleton	Phillip		C	GA03	2024	5/20/2024	10061922
Dr.	Sitka	John	III	A	VA03	2024	5/14/2024	10061230
Dr.	Sitka	John	III	C	VA03	2024	5/14/2024	10061128
	Smiley	Heather		D	MI06	2024	8/6/2024	40003681
	Smiley	Tiffany		C	WA04	2024	7/7/2024	10062084
	Smiley	Tiffany		X	WA04	2024	6/12/2024	30022279
Hon.	Smith	Adrian		P	NE03	2024	3/1/2024	20024577
	Smith	Kasandra L.		C	TN09	2024	6/26/2024	10062310
	Smith	Kasandra L.		D	TN09	2024	6/12/2024	8220525
	Smith	Sandy		W	NC01	2024	6/17/2024	7987
	Smith	Tim		C	IN03	2024	7/6/2024	10062407
	Sobocinski	Gregory		X	NJ03	2024	5/17/2024	30021879
	Soboleski	Mike		C	ME02	2024	5/10/2024	10060054
Mr.	Somberg	Nicholas		C	MI11	2024	5/14/2024	10061134
	Song	George		C	NJ05	2024	5/13/2024	10060181
	Sonza	Orlando		C	OH01	2024	5/11/2024	10060611
Hon.	Spanberger	Abigail		P	VA07	2024	6/5/2024	20025205
Hon.	Spanberger	Abigail		P	VA07	2024	6/6/2024	20025224
Hon.	Spartz	Victoria		P	IN05	2024	2/15/2024	20024515
Hon.	Spartz	Victoria		P	IN05	2024	7/25/2024	20025519
Hon.	Spartz	Victoria		P	IN05	2024	11/4/2024	20026136
	Speedy	Mike		C	IN06	2024	4/6/2024	10056963
	Speedy	Mike		X	IN06	2024	2/7/2024	8220132
	St Mosley	Clinton		C	MI09	2024	5/11/2024	10059718
Ms.	Stamper	Katy L.		A	GA11	2024	5/9/2024	10060357
Ms.	Stamper	Katy L.		C	GA11	2024	4/21/2024	10057737
	Steinberger	Robert J.		C	MD03	2024	4/19/2024	10056981
	Stelson	Janelle		C	PA10	2024	8/12/2024	10058823
	Stelson	Janelle		X	PA10	2024	5/14/2024	30021350
	Stephens	Shannon Emily		D	NY02	2024	1/30/2024	8220144
Hon.	Steube	Greg		P	FL17	2024	3/15/2024	20024660
Hon.	Steube	Greg		P	FL17	2024	4/6/2024	20024787
	Stockton	James D.		C	FL06	2024	6/26/2024	10062087
	Summerlin	Sadi		D	LA03	2024	8/13/2024	40003682
Hon.	Suozzi	Thomas R.		P	NY03	2024	4/2/2024	20024271
Hon.	Suozzi	Thomas R.		P	NY03	2024	10/24/2024	20026077
Hon.	Suozzi	Thomas R.		P	NY03	2024	11/7/2024	20026168
Hon.	Suozzi	Thomas R.		P	NY03	2024	11/12/2024	20026202
Hon.	Suozzi	Thomas R.		P	NY03	2024	11/12/2024	20026203
	Swain	Alan D.		C	NC02	2024	1/17/2024	10056618
	Swartz	Jessica		C	MI04	2024	5/3/2024	10059325
	Sykes	Jeffrey		D	LA05	2024	2/16/2024	40003602
	Sykes	Jeffrey		X	LA06	2024	2/12/2024	30019591
	Tanaka	Greg Lin		D	CA16	2024	1/22/2024	40003590
	Taylor	David		C	OH02	2024	8/13/2024	10058789
	Taylor	David		X	OH02	2024	4/23/2024	30020843
	Teehee	Kimberly  Theotokos		C	GA01	2024	6/14/2024	10062278
	Teirab	Joe		C	MN02	2024	5/15/2024	10061490
	Templeton	Catherine		C	SC01	2024	5/13/2024	10060750
	Teran	Raquel		C	AZ03	2024	6/15/2024	10062211
